,id,name,accepted,submission,difficulty,link,website,upvotes,comments
606,2148,Candy III,5171,20423,Difficulty: Implementation 9/50 Concept 5/50,https://www.spoj.com/problems/CANDY3,spoj,54,18
607,2149,Biased Standings,1180,3539,Difficulty: Implementation 5/50 Concept 5/50,https://www.spoj.com/problems/BAISED,spoj,21,7
608,2150,Counting Subsequences,302,1025,Difficulty: Implementation 9/50 Concept 13/50,https://www.spoj.com/problems/SUBSEQ,spoj,13,4
609,2151,Digital Calculator,1,22, ,https://www.spoj.com/problems/CALCULAT,spoj,0,0
610,2152,Hilbert Curve,2,13,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/FRACTAL,spoj,1,0
611,2153,Internet is Faulty,26,64, ,https://www.spoj.com/problems/IMATCH,spoj,0,0
612,2154,Kruskal,12,83, ,https://www.spoj.com/problems/KRUSKAL,spoj,0,0
613,2157,Anti-Blot System,5852,12934,Difficulty: Implementation 10/50 Concept 5/50,https://www.spoj.com/problems/ABSYS,spoj,104,34
614,2159,Delicious Cake,4,29, ,https://www.spoj.com/problems/CAKE3,spoj,0,0
615,2160,Here-There,7,27, ,https://www.spoj.com/problems/HERE,spoj,0,0
616,2161,Pixel Shuffle,5,29,Difficulty: Implementation 50/50 Concept 17/50,https://www.spoj.com/problems/JPIX,spoj,0,0
617,2162,Towers of Powers,5,28, ,https://www.spoj.com/problems/TOWER,spoj,0,0
618,2171,Ambiguous Codes,31,81, ,https://www.spoj.com/problems/AMCODES,spoj,1,0
619,2172,Ballroom Lights,11,33,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/BALLIGHT,spoj,1,0
620,2173,Car Plates Competition,105,254,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/CPC,spoj,1,0
621,2174,Drop the Triples,34,116,Difficulty: Implementation 21/50 Concept 24/50,https://www.spoj.com/problems/DTT,spoj,5,1
622,2175,Emoticons,71,328,Difficulty: Implementation 23/50 Concept 28/50,https://www.spoj.com/problems/EMOTICON,spoj,3,1
623,2176,Finding Seats,32,220,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/FSEATS,spoj,2,0
624,2177,Galou is back!,69,223, ,https://www.spoj.com/problems/GALOU,spoj,-1,0
625,2178,He is offside!,4203,8390,Difficulty: Implementation 3/50 Concept 4/50,https://www.spoj.com/problems/OFFSIDE,spoj,5,1
626,2179,ICPC Scoreboard,51,175,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/ICPCS,spoj,1,0
627,2180,Justice League,36,76, ,https://www.spoj.com/problems/JLEAGUE,spoj,0,0
628,2185,Musical Optimization,29,69, ,https://www.spoj.com/problems/MUSIC,spoj,1,0
629,2189,Making Pairs,7,44,Difficulty: Implementation 34/50 Concept 42/50,https://www.spoj.com/problems/MKPAIRS,spoj,1,0
630,2202,Tan and His Interesting Game,9,42, ,https://www.spoj.com/problems/TAN1,spoj,0,0
631,2270,Balloons in a Box,38,165, ,https://www.spoj.com/problems/BALLOON,spoj,0,0
632,2271,Undecodable Codes,5,46, ,https://www.spoj.com/problems/UCODES,spoj,0,0
633,2272,Crossing the Desert,9,50, ,https://www.spoj.com/problems/DESERT,spoj,0,0
634,2273,Ferries,4,28, ,https://www.spoj.com/problems/FERRY,spoj,0,0
635,2274,Island Hopping,50,202,Difficulty: Implementation 17/50 Concept 1/50,https://www.spoj.com/problems/ISLHOP,spoj,1,0
636,2275,Toil for Oil,3,13, ,https://www.spoj.com/problems/OIL,spoj,0,0
637,2276,Partitions,2,19,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/RECTNG2,spoj,1,0
638,2277,Silly Sort,454,835,Difficulty: Implementation 17/50 Concept 27/50,https://www.spoj.com/problems/SSORT,spoj,30,10
639,2317,Bracket Sequence,11,51,Difficulty: Implementation 26/50 Concept 34/50,https://www.spoj.com/problems/LEXBRAC,spoj,1,0
640,2318,Overlapping Words,19,88, ,https://www.spoj.com/problems/WORDS,spoj,0,0
641,2319,Sequence,60,216, ,https://www.spoj.com/problems/BIGSEQ,spoj,0,0
642,2320,Manhattan,224,695,Difficulty: Implementation 20/50 Concept 34/50,https://www.spoj.com/problems/DISTANCE,spoj,9,3
643,2321,Segments,21,147,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/SEGMENTS,spoj,2,0
644,2322,Tree Game,139,323,Difficulty: Implementation 26/50 Concept 42/50,https://www.spoj.com/problems/TREEGAME,spoj,2,0
645,2323,Broken Compass,5,41, ,https://www.spoj.com/problems/COMPASS,spoj,0,0
646,2324,Mario,8,59,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/MARIOGAM,spoj,1,0
647,2325,String Distance,44,210, ,https://www.spoj.com/problems/STRDIST,spoj,0,0
648,2371,Another Longest Increasing Subsequence Problem,107,797,Difficulty: Implementation 29/50 Concept 33/50,https://www.spoj.com/problems/LIS2,spoj,16,5
649,2412,Arranging Amplifiers,885,3239,Difficulty: Implementation 7/50 Concept 16/50,https://www.spoj.com/problems/ARRANGE,spoj,18,6
650,2413,Building Beacons  ,13,40, ,https://www.spoj.com/problems/BUILD,spoj,0,0
651,2414,Calculate The Cost,74,336,Difficulty: Implementation 28/50 Concept 17/50,https://www.spoj.com/problems/CCOST,spoj,8,2
652,2415,Kirchhof Law,17,90,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/RESIST,spoj,1,0
653,2416,Distinct Subsequences,1349,3720,Difficulty: Implementation 12/50 Concept 22/50,https://www.spoj.com/problems/DSUBSEQ,spoj,94,31
654,2417,Eliminate The Enemies,5,22, ,https://www.spoj.com/problems/ENEMY,spoj,0,0
655,2418,Flying Frogs,21,57, ,https://www.spoj.com/problems/FFROG,spoj,0,0
656,2419,G-Line Grid,0,4, ,https://www.spoj.com/problems/GLGRID,spoj,1,0
657,2420,Hospital at Hands,5,25,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/HHAND,spoj,0,0
658,2421,Incrementing The Integer,11,50,Difficulty: Implementation 17/50 Concept 50/50,https://www.spoj.com/problems/ININT,spoj,1,0
659,2422,Jazzy Job,21,62,Difficulty: Implementation 9/50 Concept 17/50,https://www.spoj.com/problems/JAZZYJOB,spoj,2,0
660,2423,Minimal Triangulations of Graphs,8,27, ,https://www.spoj.com/problems/MINTRIAN,spoj,0,0
661,2426,Palindromes,244,1000,Difficulty: Implementation 17/50 Concept 14/50,https://www.spoj.com/problems/PLD,spoj,9,3
662,2450,Counting Rabbits,413,1217,Difficulty: Implementation 10/50 Concept 12/50,https://www.spoj.com/problems/RABBIT1,spoj,8,2
663,2485,Phone Lines,3,18, ,https://www.spoj.com/problems/PHONELIN,spoj,0,0
664,2511,Magic Program IV,4,27, ,https://www.spoj.com/problems/MAGIC4,spoj,0,0
665,2525,Encoding,216,745,Difficulty: Implementation 12/50 Concept 12/50,https://www.spoj.com/problems/GNY07C,spoj,3,1
666,2526,Decoding,375,1034,Difficulty: Implementation 23/50 Concept 15/50,https://www.spoj.com/problems/GNY07D,spoj,9,3
667,2527,Flipping Burned Pancakes,135,258,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/GNY07E,spoj,3,1
668,2528,Monkey Vines,335,775,Difficulty: Implementation 17/50 Concept 9/50,https://www.spoj.com/problems/GNY07F,spoj,4,1
669,2529,Model Rocket Height,43,80,Difficulty: Implementation 1/50 Concept 17/50,https://www.spoj.com/problems/GNY07G,spoj,1,0
670,2530,Tiling a Grid With Dominoes,1562,2405,Difficulty: Implementation 16/50 Concept 23/50,https://www.spoj.com/problems/GNY07H,spoj,58,19
671,2531,Spatial Concepts Test,48,73,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/GNY07I,spoj,1,0
672,2565,Another Permutation Problem,13,56,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/PERMUT3,spoj,1,0
673,2631,Chomp,50,110, ,https://www.spoj.com/problems/CLK,spoj,0,0
674,2643,Starcraft I,12,54, ,https://www.spoj.com/problems/SC1,spoj,0,0
675,2648,Archiver,5,44,Difficulty: Implementation 34/50 Concept 50/50,https://www.spoj.com/problems/KPARCH,spoj,1,0
676,2649,Weird sorting,15,58,Difficulty: Implementation 1/50 Concept 34/50,https://www.spoj.com/problems/KPSORT,spoj,1,0
677,2658,Art of War,3,17, ,https://www.spoj.com/problems/WAR,spoj,0,0
678,2660,Example,2,12,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/EXAMPLE,spoj,1,0
679,2661,Illumination,0,6, ,https://www.spoj.com/problems/ILLUM,spoj,0,0
680,2662,Put a Point in a Hyperspace,1,17, ,https://www.spoj.com/problems/PUTIN,spoj,0,0
681,2666,Query on a tree IV,94,690,Difficulty: Implementation 38/50 Concept 34/50,https://www.spoj.com/problems/QTREE4,spoj,5,1
682,2668,Polygon,15,66,Difficulty: Implementation 26/50 Concept 34/50,https://www.spoj.com/problems/POLYSSQ,spoj,1,0
683,2670,Count Minimum Spanning Trees,30,180,Difficulty: Implementation 28/50 Concept 39/50,https://www.spoj.com/problems/MSTS,spoj,4,1
684,2678,Closest distance,21,160,Difficulty: Implementation 28/50 Concept 34/50,https://www.spoj.com/problems/GANNHAT,spoj,1,0
685,2699,Recursive Sequence (Version II),262,1000,Difficulty: Implementation 26/50 Concept 24/50,https://www.spoj.com/problems/SPP,spoj,16,5
686,2709,Untitled Problem,4,27, ,https://www.spoj.com/problems/UNTITLED,spoj,0,0
687,2713,Can you answer these queries IV,680,3939,Difficulty: Implementation 21/50 Concept 21/50,https://www.spoj.com/problems/GSS4,spoj,60,20
688,2714,Cow Cars,246,658,Difficulty: Implementation 14/50 Concept 17/50,https://www.spoj.com/problems/COWCAR,spoj,5,1
689,2715,Glasnici,123,329,Difficulty: Implementation 26/50 Concept 30/50,https://www.spoj.com/problems/GLASNICI,spoj,3,1
690,2716,Maximal Quadrilateral Area,3134,6232,Difficulty: Implementation 3/50 Concept 8/50,https://www.spoj.com/problems/QUADAREA,spoj,-1,0
691,2727,Army Strength,5982,14514,Difficulty: Implementation 4/50 Concept 4/50,https://www.spoj.com/problems/ARMY,spoj,37,12
692,2728,Breaking in,76,286,Difficulty: Implementation 30/50 Concept 19/50,https://www.spoj.com/problems/BREAK,spoj,8,2
693,2731,Inventing Test Data,118,456,Difficulty: Implementation 15/50 Concept 28/50,https://www.spoj.com/problems/INVENT,spoj,4,1
694,2733,K Equal Digits,1,10, ,https://www.spoj.com/problems/KEQ,spoj,0,0
695,2734,Large party,8,34, ,https://www.spoj.com/problems/LARGE,spoj,0,0
696,2735,Simplify the Railroad System,19,56,Difficulty: Implementation 17/50 Concept 1/50,https://www.spoj.com/problems/RAIL,spoj,0,0
697,2737,Perfect Rhyme,61,357,Difficulty: Implementation 27/50 Concept 26/50,https://www.spoj.com/problems/PRHYME,spoj,5,1
698,2738,Number Guessing Game,2895,4630,Difficulty: Implementation 8/50 Concept 13/50,https://www.spoj.com/problems/GUESSING,spoj,42,14
699,2742,Summing Sums,173,912,Difficulty: Implementation 16/50 Concept 23/50,https://www.spoj.com/problems/SUMSUMS,spoj,17,5
700,2743,Prefix Tiling  ,45,163,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/PRETILE,spoj,1,0
701,2815,Increasing Subsequences,604,2152,Difficulty: Implementation 15/50 Concept 22/50,https://www.spoj.com/problems/INCSEQ,spoj,53,17
702,2816,Common Subsequences,62,218,Difficulty: Implementation 26/50 Concept 34/50,https://www.spoj.com/problems/CSUBSEQS,spoj,5,1
703,2817,Distinct Increasing Subsequences,192,785,Difficulty: Implementation 22/50 Concept 26/50,https://www.spoj.com/problems/INCDSEQ,spoj,9,3
704,2826,Round-Robin Scheduling,233,643,Difficulty: Implementation 23/50 Concept 22/50,https://www.spoj.com/problems/RRSCHED,spoj,12,4
705,2829,Time Limit Exceeded,53,251,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/TLE,spoj,4,1
706,2832,Find The Determinant III,57,290,Difficulty: Implementation 17/50 Concept 9/50,https://www.spoj.com/problems/DETER3,spoj,1,0
707,2833,Super Dice Game,2,21,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/SDGAME,spoj,1,0
708,2835,Memory Limit Exceeded,28,90,Difficulty: Implementation 26/50 Concept 26/50,https://www.spoj.com/problems/MLE,spoj,1,0
709,2852,Broken Keyboard,379,1200,Difficulty: Implementation 14/50 Concept 14/50,https://www.spoj.com/problems/BROKEN,spoj,19,6
710,2853,Decode the Strings,169,426,Difficulty: Implementation 15/50 Concept 17/50,https://www.spoj.com/problems/PDECODE,spoj,5,1
711,2855,Forest,6,57, ,https://www.spoj.com/problems/FOREST2,spoj,0,0
712,2856,Help Bob,86,272,Difficulty: Implementation 21/50 Concept 23/50,https://www.spoj.com/problems/HELPBOB,spoj,6,2
713,2877,Another understanding of Super Dice Game,6,64, ,https://www.spoj.com/problems/SDGAME2,spoj,0,0
714,2878,Knights of the Round Table,87,436,Difficulty: Implementation 9/50 Concept 17/50,https://www.spoj.com/problems/KNIGHTS,spoj,2,0
715,2879,The Cow Doctor,52,141,Difficulty:  Concept 17/50,https://www.spoj.com/problems/DOCTOR,spoj,0,0
716,2880,Wild West,42,99,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/WILD,spoj,0,0
717,2881,Find the Clones,908,2043,Difficulty: Implementation 9/50 Concept 7/50,https://www.spoj.com/problems/CLONE,spoj,17,5
718,2882,The Warehouse,6,24,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/WARE,spoj,1,0
719,2883,Widget Factory,43,133,Difficulty: Implementation 26/50 Concept 26/50,https://www.spoj.com/problems/WIDGET,spoj,2,0
720,2884,Martian Mining,1093,2292,Difficulty: Implementation 13/50 Concept 22/50,https://www.spoj.com/problems/MARTIAN,spoj,87,29
721,2885,Word Rings,51,352,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/WORDRING,spoj,2,0
722,2898,Party of Cloaked Killers,6,29, ,https://www.spoj.com/problems/PARTY2,spoj,0,0
723,2899,Volunteers,25,55,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/VOL,spoj,0,0
724,2901,One Geometry Problem,654,1814,Difficulty: Implementation 4/50 Concept 13/50,https://www.spoj.com/problems/GEOPROB,spoj,9,3
725,2902,Candy IV,15,31,Difficulty: Implementation 50/50 Concept 34/50,https://www.spoj.com/problems/CANDY4,spoj,0,0
726,2903,Transportation,5,11, ,https://www.spoj.com/problems/TRANSP1,spoj,0,0
727,2905,Not a Triangle,1937,5012,Difficulty: Implementation 11/50 Concept 11/50,https://www.spoj.com/problems/NOTATRI,spoj,93,31
728,2906,GCD2,2483,6810,Difficulty: Implementation 12/50 Concept 11/50,https://www.spoj.com/problems/GCD2,spoj,60,20
729,2916,Can you answer these queries V,697,2659,Difficulty: Implementation 23/50 Concept 23/50,https://www.spoj.com/problems/GSS5,spoj,51,17
730,2939,Query on a tree V,502,1789,Difficulty: Implementation 29/50 Concept 30/50,https://www.spoj.com/problems/QTREE5,spoj,75,25
731,2940,Untitled Problem II,17,116,Difficulty:  Concept 34/50,https://www.spoj.com/problems/UNTITLE1,spoj,0,0
732,2944,Emmons,0,7, ,https://www.spoj.com/problems/SHOOTING,spoj,0,0
733,2946,Eclipse,2,24,Difficulty: Implementation 50/50 Concept 50/50,https://www.spoj.com/problems/ECLIPSE,spoj,1,0
734,2961,Triomino Game,66,236,Difficulty: Implementation 26/50 Concept 42/50,https://www.spoj.com/problems/TRIOMINO,spoj,2,0
735,2962,Painting Blocks (Act I),62,107, ,https://www.spoj.com/problems/PAINTBLK,spoj,0,0
736,2963,Painting Blocks (Act II),11,55,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/PAINTBLC,spoj,1,0
737,3002,Electrophoretic,3,12, ,https://www.spoj.com/problems/ELECTRO,spoj,0,0
738,3003,Median Filter,9,20,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/FILTER,spoj,2,0
739,3004,Life Game,23,69,Difficulty: Implementation 34/50 Concept 1/50,https://www.spoj.com/problems/LIFEGAME,spoj,-1,0
740,3005,Subdividing a Land,8,24, ,https://www.spoj.com/problems/LAND,spoj,0,0
741,3006,Connect Line Segments,19,75,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/LINE,spoj,1,0
742,3007,Oil Company,44,178,Difficulty: Implementation 23/50 Concept 28/50,https://www.spoj.com/problems/OILCOMP,spoj,3,1
743,3008,Finding the Top RPS Player,119,177,Difficulty: Implementation 23/50 Concept 28/50,https://www.spoj.com/problems/RPS,spoj,1,0
744,3009,Revenge of Voronoi,4,14, ,https://www.spoj.com/problems/VORONOI,spoj,0,0
745,3010,Castle Wall,5,25, ,https://www.spoj.com/problems/WALL,spoj,0,0
746,3023,Binary multiplication,56,226,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/MUL2COM,spoj,3,1
747,3033,Help the soldier,360,1243,Difficulty: Implementation 12/50 Concept 14/50,https://www.spoj.com/problems/SOLDIER,spoj,18,6
748,3070,How many subsequences,9,94,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/SEQ5,spoj,1,0
749,3078,Copying DNA,10,44, ,https://www.spoj.com/problems/COPYDNA,spoj,0,0
750,3105,Power Modulo Inverted  ,275,1039,Difficulty: Implementation 15/50 Concept 23/50,https://www.spoj.com/problems/MOD,spoj,6,2
751,3106,Dictionary Subsequences,29,165,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/DICTSUB,spoj,3,1
752,3107,Odd Numbers of Divisors,191,1048,Difficulty: Implementation 22/50 Concept 22/50,https://www.spoj.com/problems/ODDDIV,spoj,27,9
753,3108,Charlesbert and Merangelou,33,71, ,https://www.spoj.com/problems/GRAPHGAM,spoj,0,0
754,3109,Longest Common Prefix,87,358,Difficulty: Implementation 38/50 Concept 34/50,https://www.spoj.com/problems/STRLCP,spoj,4,1
755,3110,Palindromic Number,18,94,Difficulty: Implementation 9/50 Concept 17/50,https://www.spoj.com/problems/PALNUM,spoj,3,1
756,3111,Stabards,68,160,Difficulty: Implementation 12/50 Concept 23/50,https://www.spoj.com/problems/STABARDS,spoj,3,1
757,3112,Strings,80,264,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/STSTRING,spoj,1,0
758,3133,Here We Go(relians) Again,66,167,Difficulty: Implementation 12/50 Concept 12/50,https://www.spoj.com/problems/GORELIAN,spoj,3,1
759,3166,Permutation Exponentiation,4,33, ,https://www.spoj.com/problems/PERMSG,spoj,0,0
760,3184,Game of Lines,362,1306,Difficulty: Implementation 14/50 Concept 9/50,https://www.spoj.com/problems/LINES,spoj,8,2
761,3195,Doors and Penguins,64,238,Difficulty: Implementation 19/50 Concept 16/50,https://www.spoj.com/problems/DOORSPEN,spoj,9,3
762,3196,Divisibility Relation,60,286,Difficulty: Implementation 17/50 Concept 37/50,https://www.spoj.com/problems/DIVREL,spoj,4,1
763,3197,Tree Construction,12,62, ,https://www.spoj.com/problems/TREECST,spoj,0,0
764,3208,Yet Another Longest Palindrome Problem,9,68, ,https://www.spoj.com/problems/PALIM,spoj,0,0
765,3249,Typesettin,15,34,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/TYPESET,spoj,2,0
766,3251,Slink,6,15,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/SLINK,spoj,0,0
767,3253,Electronic Document Security,90,149,Difficulty: Implementation 23/50 Concept 6/50,https://www.spoj.com/problems/EDS,spoj,3,1
768,3254,Guard,7,14, ,https://www.spoj.com/problems/GUARD,spoj,0,0
769,3261,Race Against Time,269,1095,Difficulty: Implementation 21/50 Concept 21/50,https://www.spoj.com/problems/RACETIME,spoj,37,12
770,3266,K-query,1390,5566,Difficulty: Implementation 21/50 Concept 25/50,https://www.spoj.com/problems/KQUERY,spoj,242,80
771,3267,D-query,3615,12921,Difficulty: Implementation 19/50 Concept 23/50,https://www.spoj.com/problems/DQUERY,spoj,454,151
772,3273,Order statistic set,824,3161,Difficulty: Implementation 22/50 Concept 20/50,https://www.spoj.com/problems/ORDERSET,spoj,159,53
773,3305,Roman Patrollers,27,46, ,https://www.spoj.com/problems/SA04C,spoj,0,0
774,3306,Very Special Boxes,34,109,Difficulty: Implementation 9/50 Concept 26/50,https://www.spoj.com/problems/SA04D,spoj,0,0
775,3307,Hex Tile Equations,14,35, ,https://www.spoj.com/problems/HEXTILE,spoj,1,0
776,3308,The Bridges of San Mochti,34,64,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/BRIDGES2,spoj,2,0
777,3309,Bulletin Board,4,20, ,https://www.spoj.com/problems/BULLETIN,spoj,0,0
778,3310,Serial Numbers,9,34,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/SERIALN,spoj,1,0
779,3314,Umnozak,30,105,Difficulty: Implementation 42/50 Concept 17/50,https://www.spoj.com/problems/UMNOZAK,spoj,0,0
780,3322,Doubled Numbers,78,163,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/DOUBLE,spoj,2,0
781,3347,Cestarine,20,59, ,https://www.spoj.com/problems/HIGHWAY,spoj,0,0
782,3359,Stack,7,45, ,https://www.spoj.com/problems/STACK,spoj,0,0
783,3360,Digital Image Recognition,2,27, ,https://www.spoj.com/problems/IMGREC2,spoj,0,0
784,3361,Cavli,17,40,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/CAVLI,spoj,1,0
785,3362,Setnja,51,243,Difficulty: Implementation 9/50 Concept 17/50,https://www.spoj.com/problems/SETNJA,spoj,2,0
786,3363,Svada,141,490,Difficulty: Implementation 9/50 Concept 15/50,https://www.spoj.com/problems/SVADA,spoj,10,3
787,3372,Round Table,25,57, ,https://www.spoj.com/problems/ROUNDT,spoj,1,0
788,3373,Permutation Code,22,41, ,https://www.spoj.com/problems/PERMCODE,spoj,0,0
789,3374,Scavenger Hunt,687,1366,Difficulty: Implementation 9/50 Concept 10/50,https://www.spoj.com/problems/SCAVHUNT,spoj,10,3
790,3375,Stamps,5731,13729,Difficulty: Implementation 5/50 Concept 3/50,https://www.spoj.com/problems/STAMPS,spoj,28,9
791,3376,Parking Lot,27,138,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/PARKINGL,spoj,1,0
792,3377,A Bug’s Life,4236,15429,Difficulty: Implementation 12/50 Concept 13/50,https://www.spoj.com/problems/BUGLIFE,spoj,342,114
793,3379,String Shuffle,259,395,Difficulty: Implementation 17/50 Concept 14/50,https://www.spoj.com/problems/SSHUFFLE,spoj,7,2
794,3380,Tourist,413,1078,Difficulty: Implementation 19/50 Concept 31/50,https://www.spoj.com/problems/TOURIST,spoj,28,9
795,3381,Highways,1662,4376,Difficulty: Implementation 10/50 Concept 9/50,https://www.spoj.com/problems/HIGHWAYS,spoj,77,25
796,3382,Monster Trap,6,27,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/MONSTER,spoj,1,0
797,3385,Yoda Goes Palindromic !,176,581,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/YODA,spoj,3,1
798,3387,Changing Maze,183,619,Difficulty: Implementation 19/50 Concept 9/50,https://www.spoj.com/problems/CHMAZE,spoj,13,4
799,3388,Double Near Palindromes,152,448,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/DNPALIN,spoj,1,0
800,3389,The Knights of the Round Circle  ,298,444,Difficulty: Implementation 6/50 Concept 23/50,https://www.spoj.com/problems/KNIGHTSR,spoj,3,1
801,3390,Tribe Council,12,57,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/TRIBE2,spoj,1,0
802,3393,Knot or Not,0,6, ,https://www.spoj.com/problems/NOTOKNOT,spoj,0,0
803,3394,Lagrange’s Four-Square Theorem,242,529,Difficulty: Implementation 1/50 Concept 9/50,https://www.spoj.com/problems/LAGRANGE,spoj,4,1
804,3405,Almost Shortest Path,526,1668,Difficulty: Implementation 22/50 Concept 21/50,https://www.spoj.com/problems/SAMER08A,spoj,80,26
805,3406,Bases,14,68, ,https://www.spoj.com/problems/SAMER08B,spoj,0,0
806,3407,Candy,578,1358,Difficulty: Implementation 11/50 Concept 19/50,https://www.spoj.com/problems/SAMER08C,spoj,30,10
807,3408,DNA Sequences,518,1983,Difficulty: Implementation 16/50 Concept 20/50,https://www.spoj.com/problems/SAMER08D,spoj,47,15
808,3409,Electricity,384,806,Difficulty: Implementation 5/50 Concept 1/50,https://www.spoj.com/problems/SAMER08E,spoj,2,0
809,3410,Feynman,19661,34188,Difficulty: Implementation 4/50 Concept 6/50,https://www.spoj.com/problems/SAMER08F,spoj,122,40
810,3411,Pole Position,431,913,Difficulty: Implementation 8/50 Concept 8/50,https://www.spoj.com/problems/SAMER08G,spoj,2,0
811,3412,Higgs Boson,9,48, ,https://www.spoj.com/problems/SAMER08H,spoj,0,0
812,3413,Traveling Shoemaker Problem,12,73,Difficulty: Implementation 28/50 Concept 17/50,https://www.spoj.com/problems/SAMER08I,spoj,2,0
813,3414,Bora Bora,70,144,Difficulty: Implementation 34/50 Concept 26/50,https://www.spoj.com/problems/SAMER08J,spoj,0,0
814,3415,Shrinking Polygons,43,231, ,https://www.spoj.com/problems/SAMER08K,spoj,0,0
815,3420,Falling Ice,1,7, ,https://www.spoj.com/problems/FALLINGI,spoj,0,0
816,3426,Ouroboros Snake,42,81,Difficulty: Implementation 26/50 Concept 34/50,https://www.spoj.com/problems/OROSNAKE,spoj,2,0
817,3436,Histogram,670,1511,Difficulty: Implementation 19/50 Concept 22/50,https://www.spoj.com/problems/HIST2,spoj,44,14
818,3442,The last digit,7963,29594,Difficulty: Implementation 9/50 Concept 8/50,https://www.spoj.com/problems/LASTDIG,spoj,189,63
819,3459,SkyScrapers,138,358,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/CEPC08B,spoj,3,1
820,3461,Song Contest,1,12, ,https://www.spoj.com/problems/SONG,spoj,0,0
821,3462,The Skatepark´s New Ramps,3,10, ,https://www.spoj.com/problems/RAMP,spoj,0,0
822,3463,Robintron,1,6, ,https://www.spoj.com/problems/ROBIN,spoj,0,0
823,3464,Clock,17,49,Difficulty: Implementation 34/50 Concept 9/50,https://www.spoj.com/problems/CLOCK1,spoj,3,1
824,3465,Drive through MegaCity,5,23, ,https://www.spoj.com/problems/DRIVE,spoj,0,0
825,3466,Another Longest Common Subsequence Problem,1,6, ,https://www.spoj.com/problems/CS,spoj,0,0
826,3476,Deposit,89,232,Difficulty: Implementation 17/50 Concept 21/50,https://www.spoj.com/problems/DEPOSIT,spoj,2,0
827,3477,Baby,440,947,Difficulty: Implementation 21/50 Concept 24/50,https://www.spoj.com/problems/BABY,spoj,28,9
828,3482,Alias,2,4, ,https://www.spoj.com/problems/ALIAS,spoj,0,0
829,3483,Begin,0,4, ,https://www.spoj.com/problems/BEGIN,spoj,0,0
830,3484,Crossbits,14,97,Difficulty: Implementation 23/50 Concept 15/50,https://www.spoj.com/problems/CROSSBIT,spoj,3,1
831,3485,Disputes,50,81, ,https://www.spoj.com/problems/DISPUTES,spoj,0,0
832,3486,Elimination,19,67, ,https://www.spoj.com/problems/ELIM,spoj,0,0
833,3488,The Top-Code,11,55,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/TOPCODE,spoj,1,0
834,3490,Hidden Triangle,2,9, ,https://www.spoj.com/problems/HIDTRI,spoj,0,0
835,3492,Braille Transcription,1,10, ,https://www.spoj.com/problems/BRAILLE,spoj,-1,0
